댓글 작성자,영상 시간,댓글 내용
Ana Co,23:57,Looks like the chat is stuck after awhile
Sandra M. D.,24:02,"These aren't protests, they're riots."
Dannielle Obenchain,24:02,Ppl are doing I can't breath makeup?
Tinytitan50,24:04,My chat keeps freezing
Renee Lahue,24:15,Where the chief of police speak to the people during the Protest was in Atlanta I watched it by the way I live in Georgia so I know all about the violent Protest that are going on
Jessica Procopio,24:16,The protests have spread worldwide at this point. Ive seen photos of police taking knees with protestors and of protestors circling and protecting an officer who was separated from his group.
Kimberly Early,24:21,we must not forget that their are good police officers to. to bad they are all getting grouped together
PeachyKyna,24:21,i notice on mobile my chat freezes more but desktop works well if you can access it
Averia Gaskin,24:24,"Luanne, this a YouTube issue. The YouTube app does not update live chat correctly for a few days now"
nerdlingful,24:24,@unapologetically mocha I just saw your comment.
ALXSSA,24:26,Police need to change their entire system. Police brutality has BEEN an issue. I see it everyday.
Mel,24:27,My chat keeps freezing too! I have to go out and back in again
Leesa Wallace,24:27,"I live in Kansas City and there was rioting here last night. I believe the officer should be held accountable but, rioting is not the answer."
Makeup Junky,24:29,@jennifer Ruiz. Police brutality is demeaning to ALL lives. The focus needs to be an overhaul of our entire justice system across the board. We need everyone to raise their voices. Not just Blacks.
Gen Giovannone,24:30,we need to keep saying their names
Stephzilla,24:30,Not every protest is a riot
Monika luvs beauty420,24:30,@Noa.. no good police????
emysupernova,24:30,I'm a Black woman in Canada and I'm glad you are talking about it today. People don't tend to understand what loothing deeply represents. People are underprivileged and discriminated against.
Maria Pullas,24:32,And those are just the ones that we have video footage for
Caitlyn Kirby,24:33,"I just think about Peter Manfredonia, white 23 year old, killed 2 people I think, caught without incident in hagerstown. And that happens to George Floyd who did nothing, it’s Fd up"
Sookki,24:33,My aunt and uncle lost their bustiness and everything during the LA riot back in the 90’s Violence is not the answer. but black profiling and innocent black deaths is terribly wrong too.. I feel u Jen
tina,24:34,"they tried doing the police reform. The police officers fought against it, then I guess they just quit trying."
Jessica Barone,24:34,"lower views sucks, thank you for staying the course"
inkuspm,24:35,The killer of George had 12 serious incidents of abuse. Why was he still working?
ResilientRose,24:37,Some cops have already gotten killed and injured in different states like the FBI agent in Oakland.
Angie Rice,24:39,so sry for your loss Jen
rachpunk 1982,24:41,I just keep crying. there are so many 400 years long.
Helen Kelly,24:41,George Floyd. Say his name. We need to keep talking about this.
Cynthia MrsMarlo,24:42,I have a black son who also is a journalist for ESPN. I now fear for his life even more. They are targeting the press. Never ending trauma
Katie Stevens,24:42,Talk about your student.
Monz,24:43,Lack of training?! Are you kidding Robby Robby?! He couldn’t BREATHE and said this. The cop committed manslaughter.
Jaime K.,24:43,"My mom grew up in segregation in Miami. I spoke to her yesterday and she was in tears, trying to figure out why this is still happening. Why is this still our reality? Why can't we be treated equally?"
Julie,24:45,I was encouraged to see so many Beauty influencers that posted support and or are donating AdSense
EnchantedWings,24:46,The officer who killed George had many previous counts of use of unnecessary force. I wonder why he wasn't fired before this...
Danisha G,24:47,Do you think that having the nation on lockdown for so long may have intensified the protests?
Shanti Mattie,24:47,"I recommend the film, The Hate U Give."
ThisIsMeMorgan,24:48,Former student?!?
T Wrendy,24:49,Sorry to hear that Jen.
Samich,24:50,* my bff does uber and she was picking up PAID OUT OF TOWN PROTESTERS from the airport to hotels. so yes. it isnt about Floyd Floyd anymore unfortunately ***
Scottilicious McFabulous,24:51,"You seem sad, I hope you and the family are okay! Whats happening is shocking and extremely saddening"
Miranda Stephens,24:51,its sad that there is less people here... this needs to be spread and talked about
Jayne Lim,24:52,so sorry about that jen
Phyrra Nyx,24:52,"It's not that racism is happening more, it's that we're seeing it more due to modern tech and social media. it's always been happening in the USA"
Heather Rubino,24:55,I believe that we as white women possess the authority to influence in our communities to effect change
Ameerah Muhammad,24:56,Im frankly tired of people who have not experienced this what THEY think is the best way to handle it. Because its clear that no matter how we protest it’s never the “right” way.
Lycia Tomlinson,24:56,@Sandy P I'm 54- how long should we wait for change has been my question from the beginning.
megankduhh,24:59,It was very scary there were helicopters going near my house for an hour
Ana Co,24:59,I have to end the video to get chat back
Sylvia Rachel,24:59,it was season 3 of the Serial podcast! season 2 was about a soldier
Shontelle Watson,24:59,How good can a cop be if he isn’t police the bad cops.?
HK_ Nurse,25:02,I’m sorry for your loss Jen.
Miranda Stephens,25:02,also i am so sorry Jen i cannot imagine
Chris Leeds,25:03,"@Jen Luvs Reviews I""m so sorry"
Beth,25:07,jake paul (a millionaire) caught on video looting.
lesley henry,25:08,Prejudices die hard and unfortunately are passed down to our children from our thoughts and actions. It is up to us to educate ourselves and to teach our children what is right.
Jaime K.,25:08,yes @Julie
Teri Birrell,25:08,"Aww you ok? That’s so sad, I’m sorry to hear that."
Mel,25:10,The chat keeps freezing up. That could be why? Top chat is low
Sharron G,25:21,Thousands of Germans rallied outside the US embassy for justice for George Floyd.
Jennifer Ruiz,25:24,thats deaming in and of itself.. saying black lives matter means all lives matter.. if you dont understand that concept im not engaging with you. unlike most i actually advocate daily. im tired of it
Emme Juliana,25:24,"There is no anti-racism class you can graduate from. We are born into a culture diseased with it and filled with its traps. If you are not actively anti-racist on the daily, you're part of the problem"
Debbie Shuta,25:26,There’s been inequality for so long...ppl are already hurting w virus fall out and now this...it’s just too much.
Julie,25:27,Not cool
Patricia West,25:30,"Don’t police Departments have diversity training, stress management, and de-escalation training? That would be a good start. Also, maybe better psychological screening."
Miranda Stephens,25:31,what theyre putting it into makeup??? wtf?
Sandra M. D.,25:33,Thank you! @makeup junky
Sandra,25:36,I personally think all cops should see a therapist at least once a month. we never know what kind of day/night they've had prior to work. That doesn't excuse these cops by any means.
Mayra L,25:37,Yes @atbhprincess
Jaime K.,25:40,I saw that @Sharron. London too
Sussex Sandra,25:42,the majority of your audience may think it’s ok for the police to do what they did. think about the confidence Amy Cooper had in threatening the African American male. It’s accepted White Privilege.
Holly Kirklighter,25:49,opinions on the brands not making any statements?? makeup specifically
ALXSSA,25:54,"@atbprincess Exactly, people really gaslight all the time when black people speak up!"
Brandi Rose,25:57,My work is holding meetings with everyone to discuss how this is impacting everyone and letting us know resources available to those who are impacted.
Phyrra Nyx,26:01,"when you have privilege, you need to use it to help those that don't"
Aphreyst,26:04,"phyrra you are right, this stuff is sadly not NEW, we are just seeing it with our own eyes more"
Monz,26:08,I donated $50 to NAACP
Pretty Distracted Nails,26:08,Under the Obama administration the FBI reported that white supremacists groups had infiltrated police and sheriffs offices across the country. This problem is much bigger than most know.
Katie Stevens,26:12,Thank you Sussex Sandra.
Tiffany PK,26:13,"@JulieLute it’s very much about access to quality care and being taken seriously when you’re at a hospital. Being under insured, if you’re insured at all."
Ursula TheAwesome,26:16,"US has always been fighting elswhere. This isnt war, but now you see how bad your government has always been. And always the innocent people are suffering."
Jennifer Ruiz,26:17,@Makeup Junky your statement is also demeaning to black lives. if you understand what BLM movement is then you would know how wrong you sound. im a poc and im tired of having to explain this to people
Sharron G,26:21,"Yes, and London too!"
squeakco,26:21,Prosecuting murderers would be a first step. George Floyd was murdered without a doubt and cops will keep on killing if there is no consequence!
Dannielle Obenchain,26:23,It's not freezing on my end leave and come back it will fix usually
Brunhilde Eihwaz,26:23,I much more appreciate what you’re doing here- holding space for this subject vs “making art” of something so horrible
Sandra M. D.,26:25,Jen you're awesome! I wish you the best. Stay safe.
Graciela,26:28,Could you do a video to promote black-owned makeup brands? I want to put my money where my mouth is
Destiny MacFann,26:32,Riots aren't the answer. Violence fighting violence is nonsense.
Angeline,26:34,make sure where you donate is reputable. so many scams now a days
EnchantedWings,26:36,"+abtprincess you shouldn't be. We, as a makeup community, believe you and love you."
Talestra,26:38,"All I keep thinking is, if someone harmed someone I cared for, whose ass wouldn't I set on fire until justice is done?"
Andrea Davis,26:40,Looting and stealing punishes innocent people. It does nothing to punish the ones committing these acts.
SuperSassyS,26:40,Training is only the tip of the iceberg. People have to uncover their own bias and be aware of them as they bring them to their jobs
Shanti Mattie,26:43,In line at TJ Maxx yesterday people just wanted to talk about my makeup. They needed the distraction.
Anna Harper,26:45,The Minneapolis police are no longer following their training. They are not supposed to be arresting press. They are not supposed to shoot rubber bullets at people’s heads. They don’t care anymore
Erin Yost,26:46,has anyone tried the new Charlotte tillbury bronzers?? really thinking about it!💜💜
K M,26:46,I actually surprised that jeffree starr talked about the late Mr
Marisa Irven,26:47,They are t helping anyway if they have a racist bone In their body
Miranda Stephens,26:48,yes jen that is what im doing. i cannot donate to the charities but i am spreading the word and the hashtags etc on my social medias
saucerjess,26:49,"@Sandra agreed. Therapy is good for everyone, but we shun it in our society for some stupid reason :("
MamaGoony,26:53,We are going through a complicated time right now
atbprincess,26:55,"Or thinking that one's own personal wants (i.e., wanting to see makeup content) are more important the human rights issue at hand. Privilege and entitlement."
Sussex Sandra,26:57,The whole situation was reported on UK news.
Lori Hikiji,26:59,This situation makes me sad and angry as an officer's wife as well. He and many are good officers who have dedicated their lives to serve and protect others by putting their lives on the line daily.
Noa Shaindlinger,27:02,maybe cops shouldn't be out in full riot gear
Renee Lahue,27:05,Yes that’s wrong
HK_ Nurse,27:07,The chat keeps freezing for me.
Tracey's Fashion Outlook,27:08,I'm in my car coming home from work and always get followed a couple of blocks from Police and I'm just going home to relax and unwind and watch some YouTube but they see a POC and here we go.
JuliaGoes,27:16,"Police officers went on strike in NYC and crime actually went down, there was a whole study on it and a paper written"
Phyrra Nyx,27:18,cops shouldn't be shooting bullets and pepper spray at the crowds
JayJay,27:20,The only thing that is going to stop racist officers is non-racist officers. They need to speak up when they see the behavior
Ameerah Muhammad,27:23,@K M he talked about it AFTER he was called out by Jackie Aina
Mel,27:24,We also need to get out and vote to make change! This election year is more important than ever! Not including our senate and congress!
Christina McGinnis,27:25,agree wholeheartedly
Brandi Rose,27:26,"Trying to explain to my 11 and 7 year old, who don't see color, only people, that we shouldn't have to fear the police, is heartbreaking"
Averia Gaskin,27:27,"I am tired of people outside our black community telling us how to walk, talk, breathe, live and what is best for our lives and community"
Scottilicious McFabulous,27:28,Exactly!! Peaceful doesnt seem to do anything. Its friggin sad..
Nikki Crayons,27:30,kapernick was peaceful....
Unapologetically Mocha,27:31,The bright side to all this is that more people are standing up and speaking out. That’s the only thing keeping me sane.
inkuspm,27:31,There are so many honorable officers. There are also bad ones.
Jessica T,27:33,People just want to be heard
Ahhchilee,27:34,Anonymous was hacking the PD and found some very unsightly things about hidden murders done and human trafficking that was covered up. Everything coming to light now makes it so scary to go outside
ALXSSA,27:34,Peaceful does nothing but looting does nothing too.
Machteld Sofia,27:34,"People have had enough of doing things peacefully, since nobody seems to listen. Result? riots"
Holly Kirklighter,27:37,again I saw this 28 years ago with Rodney king riots
Karen Smith,27:42,reports have been that the fires that were started by undercover police so they could justify calling in national guard and using more force.
stacy echelberger,27:46,Non-peaceful hasn’t worked either. Rodney King?
Shirley,27:51,My father was a NYS deputy sheriff I lived with the penal book on the dining room table. He lived by those rules & died by them. Not all have the same values.
Sarah Tsou,27:53,"peaceful doesn't work, so let's kill more innocent people? these riots arent safe for anyone."
Jessie Reed-Pautz,27:55,i think people feel so helpless that they dont know what to do because nothings working so they are rioting
Enjera Black,27:55,What do you think about people saying it’s actually cops that are starting the riots.
Norunn Ladstein,27:57,I feel so sad and sorry for all these riots in the US. Lots of love to all of you from a compassionate Soul in Norway. ❤️
Miranda Stephens,27:58,agreed phyrra nyx
Julie Lute,27:58,"Tiffany, thank you. I understand that to be an issue"
Monz,28:01,I reached out to my black friend to inquire what I can do help. He kindly advised me to start with conversation - watch the Netflix documentary “13th”. Listen learn talk donate if you can
Marti Hurford,28:02,"Police have a very strong, influential union. They need to come out and speak. Because most times the police won’t do anything without the blessing of the union. IMHO."
Deanna W,28:03,What I’m getting at is(at least in my city) is the rioters are even the same group as the protesters. It’s a completely different group of people taking advantage of the situation.
Marvalous,28:04,This was heart wrenching to watch. So cruel
Shontelle Watson,28:04,That fact they needed to have discussion on why it’s wrong to use excessive force speaks the problem
Sharron G,28:07,The police department being burned down is the only unpeaceful act I agree with. They refused to arrest the cop. Enraging!
Melinda Clark,28:10,Violence begets violence. I’m afraid the protests will be used as an excuse to escalate in those communities. No right answer.
Julie,28:11,not only that a lot of the worst things that happen work from outsiders who wanted to escalate things. To make the black lives matter protesters look bad
Ameerah Muhammad,28:12,Black folks have been “peacefully protesting” for DECADES. Colin Kaepernick peacefully protested and lost his entire career for it
inkuspm,28:18,The other 2 should be charged too and the lookout.
Jennifer Ruiz,28:19,@Shontelle Watson exactly my sentiment
ChloeTKMakeup,28:19,I was at “peaceful” protests 20 years ago as a baby and I’m 23 ow and nothing has changed
ALXSSA,28:22,They need to raise the degree. He had an intent to kill George Floyd.
manderjack,28:22,"why do so many people get mad when others say ""all lives matter""?"
Machteld Sofia,28:22,@Ahhchilee I saw that.
Tiffany PK,28:28,"That’s the point, people who are not there for the cause being destructive. To distract & manipulate the situation."
Briana Schino,28:33,"He can’t be charged with first degree, it wasn’t premeditated that we know of and he wasn’t lying in wait"
dioneculbert,28:36,"Tell me when ""peaceful protest has ever worked"""
Lauren Langlois,28:36,The oppressed will never win their freedom by appealing to the moral sensibilities of their oppressors
Mayra L,28:37,The Netflix documentary 13th. Watch it.
Tinytitan50,28:38,All the officers involved... standing by should be charged with something!
AngelSKitCat,28:39,THEY ALSO NEED TO MAKE SURE THEY HAVE ENOUGH EVIDENCE TO GET A CONVICTION!!! and they made the arrest very quickly.
Angeline,28:40,I feel like they're doing the burn it to the ground a d start over but they're burning the wrong buildings
Honey Beckstoffer,28:46,Police officers are penalized for coming forward and reporting their own. That needs to change. Reporting racism in a police brotherhood needs to be protected and rewarded.
nerdlingful,28:47,"@robby Robby, I will not accept your instigating any longer. stop now."
Nikki Crayons,28:48,kapernick was peaceful..
Shirley,28:52,I love you Jen 💗🤗💗 this is a tough chat xoxo
Julie,28:55,"well everybody’s paying attention now, that’s some thing"
Happy Alyssa29,28:56,I am not saying do not donate but please read the wording of the Go fund me George's brother set up. It has some unusual statements which seem to indicate the bulk of the money wont go to his children
Angeline,28:56,I'm trying to.word it right
Shanti Mattie,28:57,The most impactful protest I’ve seen this time around is when everyone took a knee in the middle of the street.
Jen Fangirl,28:58,John Oliver did a great piece on Police Accountability a few years ago that was eye opening. It's on his YouTube channel.
Maria Pullas,29:00,"Stonewall was a 5 day riot, but keep saying riots and lootings don’t change anything"
Gen Giovannone,29:03,@mayra ty for the recommendation
Monz,29:03,I reached out to my black friend Dan. He kindly advised me what I can do to help ❤️
Jennifer Ruiz,29:04,100% thanks @Phyrra Nyx because some people are being highly offensive to their thoughts.. showing how privilege really works and are hurtful
Vivi Crespo,29:05,Peaceful protest doesn’t work anymore.
Scottilicious McFabulous,29:06,Looting is apart of the revolt.
Jackie C,29:07,"If this doesn't make anything change, idk what will. This country needs to wake up."
Graciela,29:08,"We looted this country, and us has looted everything it currently has"
Heather Rubino,29:09,I believe that we as white women possess the authority to influence in our communities to effect change
Jannelle Moreno,29:09,there have been some awesome protests but the media just shows the violent ones.
Talestra,29:09,I'm tired of seeing people try to justify him kneeling on a person's neck for 8 minutes. while he's cuffed!
Mary Dixon,29:10,"""all Lives matter"" was a sarcastic answer to 'black lives matter' and picked up by right wing media"
Unapologetically Mocha,29:12,Question: have people not figured out that the violent protesters are trying to change the narrative? They’re the infiltrators.
Dani Eileen,29:12,"Burning down building is a big no for me, these people have jobs and you’re taking them away!"
Ursula TheAwesome,29:21,US had 8 years of a poc president. nothing has changed s
Miranda Stephens,29:22,agreed phyrra nyx. i used to say it thinking that it meant good but once i realized it I didnt say that again
ChloeTKMakeup,29:22,Been protesting all my life - I’m not that old only 23 but in the last 20 years I’ve seen no change. The only change is that its being videoed and tweeted about.
Home Team,29:24,this county was at a boiling point already bc of the lock down orders so I think this tipped people over the edge
Lycia Tomlinson,29:27,Riot gear against megaphones? How is that a balance?
HK_ Nurse,29:36,There were protests in NYC which I believe opened the Eric Garner wound for us. This is a direct copy-cat situation.
Cosmic Slice,29:37,Nothing has changed after all the previous deaths...nothing will change after this one either I'm afraid.
Makeup Junky,29:39,"@jennifer Ruiz you do realize I am a Black woman. I doubt if your perspective is as deep as mine. You had to tell me you are a POC, you can see I am a POC."
Valentine Lissar,29:39,I feel like looting targets the wrong people and creates race tensions between groups. EX people are looting primarily shops and stores downtown it's making everything worse.
Julie,29:42,No societal change comes without upheaval that’s just history
ClassicallyDiana,29:46,"There was a protest in Flint Michigan, and the Police Officers joined the protesters. The Sheriff said “We’re Mad Too! What can we do?” And the crowd responded “Join Us”."
Jennifer Ruiz,29:49,when black and brown are peaceful and silent nothing changes.. when we act out and speak loudly we are heard.. its all systemic
maricella888,29:49,"Vote, vote, vote and then hold politicians accountable locally and nationally. We all have to take action because inaction is unacceptable."
Makeup with Mia,29:50,I'm a law student. I think the charge should be higher.
Colleen T,29:51,From my dad “The police and public officials enjoy what is called Qualified Immunity. Granted by the Supreme Court. It protects them when they screw up” Retired police officer disgusted by all of this
Erin McManaway,29:53,Watch the Netflix documentary 13th if you have the time! It does an awesome in depth look at the policing and jailing of black bodies
Sussex Sandra,29:53,I have been pleased to see that all colours are protesting and not just block people.
Brandi Rose,29:57,"Trying to explain to my 11 and 7 year old, who see people, not color, that we shouldn't have to be scared of the police is a heartbreaking conversation."
Emme Juliana,29:58,@Phyrra Nyx Appreciate your voice 110%
Ahhchilee,30:02,The world needs to change and 2020 is that year. So much has happened and it’s to late to stop now
Maggie Sugar,30:02,Hi everyoneee!!
Mel,30:04,My chat keeps freezing
Tiffany PK,30:04,@LaurenLanglois exactly true. You can’t expect a whole lot from a society that has tried to keep you down.
Phyrra Nyx,30:06,"Look, without the Stonewall Riots, which were really violent, and led by people of color, we would not have LGBTQIA rights, this is important"
Monz,30:06,Thanks Jen Luvs Reviews for speaking about this
Gen Giovannone,30:11,this is the conversation we need
ana puentes,30:12,"I think an obligated read right now, especially for white or visually white people, is “Me and white supremacy”, it even has exercises to make change a reality."
nodhill,30:12,You have to wonder how different this would all be with a national leader...
Angelea Asbury,30:15,Football is not the right place for protest. He could have made a positive movement outside of his job
Sylvia Rachel,30:15,"youre providing and holding space for this conversation, and I commend you for that. We all need to hold space and recognize our positions and our responsibilities as citizens"
Cosmic Slice,30:16,Another really good book for understanding America is Bunk by Kevin Young
Sophia MacFarlane,30:18,"I've lived with racism, but as an Asian American.....when I moved to Maine as a child, if you were anything but white you were different & picked on. my daughter is half Korean & a POC"
Averia Gaskin,30:21,Let’s talk about luxury makeup. I am tired of color pop.
Lycia Tomlinson,30:24,@Cosmic Slice I agree. Same as always.
Jessica T,30:26,We need to change the way we talk to our children about race. It'll take generations of change to see it in how society behaves.
IndigobluBeauty,30:27,@unapologetically mocha I’ve been trying to say this! That’s exactly what is going on. I’m here in Minneapolis St Paul area
Jillie's Nails,30:28,Do you know anything about cherry oil? I saw it in a nail
Ursula TheAwesome,30:32,8 years of Poc president and nothing has changed. 4 years of this one and also no change. Garbage system indeed.
Justine Couture,30:32,just in. Hi Jen!
Teresa Niswander,30:33,I would appreciate if anyone can tell me about their experiences as a black person - I really want to learn and understand from your point of view
nerdlingful,30:34,"@robby Robby Every week you come in here and you poke the bear constantly. Every single week. I will not except this from you any longer, or your fake acting innocent. This is your final warning"
Meg B,30:34,My boyfriend and I just keep talking about the riots from the Rodney King murder in 1992.
misssssshell,30:35,you do look very pretty today
Machteld Sofia,30:36,@Phyrra Nyx thank you for sharing your knowledge
Connie,30:37,cosas means things in spanish
Jennifer Ruiz,30:38,@Makeup Junky i truly dont care that i had to say it.. i know what people assume me to be and i know my blood and roots.. thats perfectly fine.. theres people who are advocate and against..
Valentine Lissar,30:39,I feel like the protesting would be better served if they created specific things they wanted things to be changed otherwise it's hard for us to see real change
Colleen T,30:43,YouTube has been having issues with freezing in live chat lately
Happy Alyssa29,30:44,For the make up break i am using my good ol Queen of Hearts from Coloured Raine
Mary Dixon,30:45,watch old episodes of 'Cops' and you can see how 9/11 ushered in the military style police techniques
Cassie Cordon,30:45,that's why its so important to vote in local elections and vote in general. so we can have laws implemented to put more pressure on cops to behave properly.
Ameerah Muhammad,30:47,@nodhill we had a Black President for 8 years. Nothing changed. Because the issue goes deeper than who is in the Oval Office
Jessica Barone,30:48,Rising Out of Hatred was life changing
Sussex Sandra,30:50,The live chat is not showing on my screen so I don’t know what everyone is saying.
Monz,30:55,AVERIA GASKIN I agree! So tired of colourpop - I need luxury! Haha
Michell,30:55,Chicago cops were literally turning off their bodycams and removing their badges so people can't hold them accountable. imagine all the things we haven't been seeing in social media.
sandy5791,30:56,Are there good children's books to help explain things to kids?
Makeup Junky,30:59,MAKEUP!!! I’m here to get away!!! Thanks Jen! ❤️
Miranda Stephens,31:10,@siri ericksson I am too! I am worried about covid with all of this
Cosmic Slice,31:17,One day I want to see Jen come on with a hot pink shadow look
Maria vassallo,31:19,I’m 50 can you suggest a nice palette doesn’t matter high end or no 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
Shirley,31:31,Please I’d love a break from reality makeup talk sounds good 🤗
LV Linda6,31:32,Good morning 🌞
Tracie 3,31:34,I’m excited for the new Fenty Lip products! They look gorgeous..
Ahhchilee,31:36,Go to setting (3 lines in the right next to the x) then click live chat and it will reload
Marvalous,31:43,I’m sad today - praying for peace
Angeline,31:44,sandy what do you mean this? riots
Miranda Stephens,31:45,yes @makeup junky! I think it would be good for everyone to have an hr to get away
Jessica Barone,31:46,"sandy, go follow the conscious kid on Instagram for children's books"
Erica W,31:46,"They can’t charge murder 1 or 2 given what the statute says. They need to prove premeditation in order to charge higher and sadly although I wish he was charged with murder 1, they won’t argue it."
Isabel,31:50,Have you or does your family play video games.
Katie Stevens,31:51,Do not talk about makeup. It's not appropriate.
manderjack,31:51,apparently the officer had had dozens of previous police conduct complaints. There needs to be a very in depth investigation into those in charge for allowing that man to remain in law enforcement.
Heather Rubino,31:52,I believe that we as white women possess the authority to influence in our communities to effect change
Scottilicious McFabulous,31:58,Yeah live chat is being buggy
Ameerah Muhammad,31:59,Also please stop asking black people to do the work for you and explain things. There are TONS of resources easily available through Google.
Talestra,32:00,"I hope its alright to say, to my melanin enhanced sisters and brothers; you don't know me, and I am of limited privilege, but I will always stand for you, and not stand by while you are wronged."
Jessica Schnupp,32:00,"There are videos of police joining the march in Flint, conversations between the police and protestors in Phoenix and the peaceful protests in Grand Rapids. But the media focus stays on the violence."
Mary Dixon,32:03,@Maria vassallo depends on what you like but to start with I would go with Naked 1!
Patrícia Carreira,32:04,Please Jen speak on what we as white people need to do so we can help! is important to share that. Being quite is supporting those with privilege
Samantha Darbonne,32:04,I dont understand how the deadly virus we are dealing with has just been forgotten for these protests. So many people so close together.
sandy5791,32:04,No...racial issues/concerns.
Sarah's Nail Secrets,32:07,Same I just click Jen again and chat pops back up almost like refresh
Tiffany PK,32:07,"Let’s also remember that without dissension and riots, we wouldn’t have the country we live in now."
Heidi Foley,32:13,It’s happening to me too
Shanti Mattie,32:16,Change the setting at the top of the screen on the right. It was only showing top chat instead of all live chat for me.
Jennifer Ruiz,32:16,theres a few @sandy5791 race should be spoken to children as early as a year and a half bc of developmental milestones and processing.. but definitely what youre comfortable with as a parent.
T Wrendy,32:19,Clicking out and clicking back in will help. Chat stopped for me too
Jennifer Gould,32:20,I had to close and open the chat
Shirley,32:23,Lol I just got Aretha omg it’s beautiful color 🙌
Valentine Lissar,32:23,YOU should watch the bunny cop movie which is anice allegory for race
Chris Leeds,32:25,I was very young when the Rodney King Riots were happening and I was unable to understand why my family was so heartbroken... as an adult I 100% understand
Marisa Irven,32:30,"I wish people could react to this whole situation as if George Floyd was their father, their brother , or their husband. Maybe then this will be as outrageous to people who are “unaffected”"
cryceks,32:30,Collective Brain Elite에 오신 것을 환영합니다
Tara Lyons,32:31,what nail polish are you wearing?
Mindy Appleton,32:32,How about a puppy break
Isabel,32:33,Are beauty cons still going to happen online?
Nikki Crayons,32:35,@heather... yeah but we too busy being karens
Ursula TheAwesome,32:39,Where is the money going that is given to this organisations? that needs to be transparent aswell. because if you see how rich the heads of charities are hella rich
Jayne Lim,32:40,"thank you for speaking, jen"
Julie,32:41,I received Mannys blushes as a gift from my daughter and they are really
rusj0,32:48,Kylie is not a billionaire lol
Cosmic Slice,32:49,what subscription boxes do you have right now?
IndigobluBeauty,32:53,This is a YouTube issue over the past week with chats
sandy5791,32:57,My son is three/four.
Dani Eileen,32:59,When I wear pink eyeshadow I look like I have pink eye lol
Phyrra Nyx,33:01,Pair hot pink with purple and that will look good with your eyes Jen
Julie,33:01,awesome
Ameerah Muhammad,33:02,"@Samantha Darbonne that should give you a clue at the anger, pain and frustration people are filling right now that they took to the streets during a pandemic."
Heather Rubino,33:04,I believe that we as white women possess the authority to influence in our communities to effect change
nerdlingful,33:05,@robby Robby Think deeply during the timeout. We are aware of your motives and your tactics. Stop now.
bardlover6,33:07,I pray for my black friend. I shouldn’t have to worry about them at a traffic stop
sandy5791,33:11,"Thank you, Jessica!"
Maggie Sugar,33:11,"what is that gourges violet thingy in the back, on the vanity? 🙂"
Monika luvs beauty420,33:12,"LOVE my marc Jacob's highlighter stick!! it's old in the range, but dang!!"
Mayra L,33:12,NAACP is a very legitimate organization.
AngelSKitCat,33:12,Will you be getting the cremated palette??
Jessica Barone,33:12,no problem
Anna Harper,33:15,Thank you for acknowledging what’s happening right now
Teresa Niswander,33:15,Jen should do an 80's look - would love to see that.
Taryn Fischer,33:15,"I live in Minneapolis. its scary here. I'm excited to watch your chat, whatever you talk about ♡"
Laura Mac,33:15,I was Tati's biggest fan but sometimes I scratch my head at some of the things she does like making an Insta video /post about a come back? I think she's loosing views and its stressing her out
Angeline,33:26,sandy yes amazon prime.has a few
HK_ Nurse,33:30,As an African American woman with two sons THANK YOU for opening your platform. What do you think about
LucaXtagVtag,33:31,Holy Christ!!
Elizabethann Ferrario,33:38,"Hi guys we need an escape from the virus and this dreadful event , however we know and pray for those lost ! X"
Shanti Mattie,33:38,Having trouble joining.
Talestra,33:45,Collective Brain Elite에 오신 것을 환영합니다
Happy Alyssa29,33:45,for hot pink you need a very thick dark eyeliner to avoid the unfortunate conjunctivitis look
Scottilicious McFabulous,33:48,VR is alot of fun 😱
Ameerah Muhammad,33:50,@Mayra L yes they are but the money would be better spent by donating to local organizations
atbprincess,33:58,Thank you Jen for being empathetic. So many are not. It's frustrating.
Elaine Bines,34:00,"in Bob Marley's song, 3 little birds - don't worry, bout a thing, coz every little thing, gonna be alright. George did not die in vain. His legacy will be similar to Martin Luther king"
Renee Revolinski,34:05,"I wish the protesters could please be more careful, the last thing they need is to bring covid home to their families"
Angel Maden,34:09,Upside of the chat freezing is you can watch the ads when you come back in. $$
Angeline,34:10,sandy they have t.v shows too. also homeschool is great you can use it as circulum
Lycia Tomlinson,34:11,Does Galifornia look nice on texture and medium tone? I'm 54 with lines and shimmer emphasizes my texture. Makeup break is refreshing!
Machteld Sofia,34:11,@Taryn Fischer be careful ❤
Melissa Fallenstein,34:12,Has anybody watched Filthy Rich on Netflix?
Home Team,34:12,"we are multidimensional people , it is possible to love makeup and still care about the issues of the country, talk about both"
Luanne Santos,34:18,I’m having trouble commenting
manderjack,34:23,what and when can we expect with the new title pack?
Renee Lahue,34:24,Eyeshadow palettes that y’all are loving
Enjera Black,34:26,You’re a makeup channel so it is appropriate lol
stacy echelberger,34:26,Makeup should be talked about. It is a common interest and brings us together.
maricella888,34:29,in the 60s Hoover and the FBI agitated the Black Panthers and anti war peaceful protests. I thing the same thing is happening here too.
Jenn J,34:30,Collective Brain Elite에 오신 것을 환영합니다
BRIT CLARKE,34:30,Good morning Jen!
Jessica Barone,34:31,"how are you approaching these conversations with your kids jen, we have similar ages in our houses."
Girlykins,34:32,Stardew valley is an awesome relaxing video game
